SOMAscan ID,UniProt ID,Gene,Protein,#SNP,Internal_R2,Internal_Rho,FENLAND_R2,FENLAND_Rho,FENLAND_MissingRate,MEC_CN_R2,MEC_CN_Rho,MEC_CN_MissingRate,MEC_IN_R2,MEC_IN_Rho,MEC_IN_MissingRate,MEC_MA_R2,MEC_MA_Rho,MEC_MA_MissingRate,JHS_R2,JHS_Rho,JHS_MissingRate
THSD7A.11174.8.3,Q9UPZ6,THSD7A,Thrombospondin type-1 domain-containing protein 7A,2,0.016,0.119,0.011,0.105,0.0,0.004,0.081,0.0,0.012,0.097,0.0,0.004,0.07,0.0,,,
LPCAT2.11175.45.3,Q7L5N7,LPCAT2,Lysophosphatidylcholine acyltransferase 2,49,0.094,0.299,0.0,-0.005,0.02,0.0,0.019,0.163,0.001,0.039,0.163,0.001,0.007,0.163,,,
SVEP1.11178.21.3,Q4LDE5,SVEP1,Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1,45,0.156,0.365,0.186,0.413,0.022,0.017,0.119,0.067,0.121,0.335,0.067,0.025,0.16,0.067,,,
SMARCC1.11180.17.3,Q92922,SMARCC1,SWI/SNF complex subunit SMARCC1,2,0.019,0.126,0.003,0.055,0.0,0.011,0.093,0.0,0.002,-0.024,0.0,0.015,0.108,0.0,,,
CLEC12A.11187.11.3,Q5QGZ9,CLEC12A,C-type lectin domain family 12 member A,134,0.765,0.864,0.727,0.841,0.0,0.586,0.771,0.097,0.603,0.776,0.097,0.529,0.756,0.097,,,
COL6A3.11196.31.3,P12111,COL6A3,Collagen alpha-3(VI) chain,2,0.017,0.103,0.0,0.003,0.0,0.0,0.013,0.5,0.002,-0.017,0.5,0.004,-0.066,0.5,,,
PKLR.11203.97.3,P30613,PKLR,Pyruvate kinase PKLR,5,0.018,0.12,,,,,,,,,,,,,,,
ITGB7.11205.10.3,P26010,ITGB7,Integrin beta-7,1,0.011,0.065,,,,,,,,,,,,,,,
NAGPA.11208.15.3,Q9UK23,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,27,0.068,0.255,0.042,0.203,0.0,0.091,0.287,0.037,0.053,0.212,0.037,0.085,0.28,0.037,,,
TBCE.11211.7.3,Q15813,TBCE,Tubulin-specific chaperone E,31,0.057,0.229,0.0,0.005,0.0,0.001,0.052,0.097,0.0,-0.027,0.097,0.003,0.064,0.097,,,
TXNDC5.11212.7.3,Q8NBS9,TXNDC5,Thioredoxin domain-containing protein 5,23,0.114,0.303,0.011,0.094,0.0,0.003,0.069,0.13,0.028,0.167,0.13,0.0,-0.039,0.13,,,
DNAJB9.11214.40.3,Q9UBS3,DNAJB9,DnaJ homolog subfamily B member 9,27,0.112,0.321,0.024,0.124,0.0,0.0,0.013,0.148,0.001,0.038,0.148,0.004,0.056,0.148,,,
CDH15.11215.6.3,P55291,CDH15,Cadherin-15,18,0.057,0.228,0.002,0.035,0.0,0.0,0.01,0.056,0.092,0.282,0.056,0.066,0.246,0.056,,,
TMEM154.11223.1.3,Q6P9G4,TMEM154,Transmembrane protein 154,1,0.01,0.102,0.0,-0.007,0.0,0.002,0.059,0.0,0.001,0.036,0.0,0.012,0.118,0.0,,,
RIC3.11228.37.3,Q7Z5B4,RIC3,Protein RIC-3,6,0.027,0.162,0.01,0.107,0.0,0.009,0.084,0.0,0.003,0.062,0.0,0.026,0.168,0.0,,,
TCN1.11232.46.3,P20061,TCN1,Transcobalamin-1,28,0.091,0.289,,,,,,,,,,,,,,,
PCOLCE.11237.49.3,Q15113,PCOLCE,Procollagen C-endopeptidase enhancer 1,7,0.02,0.145,0.023,0.151,0.0,0.014,0.103,0.0,0.025,0.181,0.0,0.05,0.21,0.0,,,
ASL.11241.8.3,P04424,ASL,Argininosuccinate lyase,1,0.01,0.088,0.005,0.072,0.0,0.001,0.032,0.0,0.003,0.056,0.0,0.0,0.026,0.0,,,
ADGRF1.11243.90.3,Q5T601,ADGRF1,Adhesion G-protein coupled receptor F1,42,0.132,0.359,0.006,0.079,0.024,0.0,0.01,0.0,0.061,0.245,0.0,0.01,0.106,0.0,,,
BPIFB1.11246.3.3,Q8TDL5,BPIFB1,BPI fold-containing family B member 1,40,0.125,0.337,,,,,,,,,,,,,,,
UROS.11248.43.3,P10746,UROS,Uroporphyrinogen-III synthase,4,0.015,0.112,0.013,0.107,0.0,0.061,0.246,0.0,0.016,0.11,0.0,0.013,0.111,0.0,,,
QDPR.11257.1.3,P09417,QDPR,Dihydropteridine reductase,34,0.126,0.346,0.078,0.271,0.0,0.013,0.089,0.029,0.022,0.165,0.029,0.017,0.134,0.029,,,
SUN5.11260.47.3,Q8TC36,SUN5,SUN domain-containing protein 5,5,0.102,0.147,0.067,0.061,0.0,0.021,0.139,0.8,0.0,-0.017,0.8,0.003,0.047,0.8,,,
SELPLG.11266.8.3,Q14242,SELPLG,P-selectin glycoprotein ligand 1,2,0.011,0.093,0.008,0.087,0.0,0.0,0.048,0.0,0.021,0.141,0.0,0.005,0.059,0.0,,,
CHCHD10.11270.17.3,Q8WYQ3,CHCHD10,Coiled-coil-helix-coiled-coil-helix domain-containing protein 10_ mitochondrial,88,0.163,0.397,0.0,-0.008,0.023,0.0,0.016,0.102,0.001,0.042,0.102,0.0,-0.002,0.102,,,
LRP1B.11275.94.3,Q9NZR2,LRP1B,Low-density lipoprotein receptor-related protein 1B,82,0.165,0.383,0.0,0.005,0.024,0.0,-0.001,0.11,0.0,0.022,0.11,0.002,0.031,0.11,,,
ATF6.11277.23.3,P18850,ATF6,Cyclic AMP-dependent transcription factor ATF-6 alpha,8,0.02,0.14,0.026,0.148,0.125,0.017,0.108,0.125,0.013,0.131,0.125,0.015,0.088,0.125,,,
COL11A2.11278.4.3,P13942,COL11A2,Collagen alpha-2(XI) chain,59,0.063,0.229,0.055,0.204,0.119,0.001,-0.04,0.051,0.051,0.204,0.051,0.004,0.079,0.051,,,
GRB7.11281.6.3,Q14451,GRB7,Growth factor receptor-bound protein 7,7,0.044,0.216,0.005,0.081,0.0,0.007,0.079,0.0,0.013,0.12,0.0,0.021,0.169,0.0,,,
MSR1.11282.16.3,P21757,MSR1,Macrophage scavenger receptor types I and II,6,0.012,0.099,,,,,,,,,,,,,,,
VIMP.11286.78.3,Q9BQE4,SELENOS,Selenoprotein S,56,0.163,0.359,0.002,0.026,0.0,0.003,0.059,0.107,0.0,0.07,0.107,0.0,-0.003,0.107,,,
CSNK1D.11289.31.3,P48730,CSNK1D,Casein kinase I isoform delta,1,0.011,0.094,0.002,0.06,0.0,0.0,0.008,0.0,0.007,-0.122,0.0,0.002,0.042,0.0,,,
LRRN1.11293.14.3,Q6UXK5,LRRN1,Leucine-rich repeat neuronal protein 1,67,0.357,0.53,0.386,0.545,0.015,0.367,0.404,0.179,0.415,0.505,0.179,0.426,0.562,0.179,,,
TNR.11302.237.3,Q92752,TNR,Tenascin-R,6,0.025,0.166,0.028,0.181,0.0,0.035,0.209,0.0,0.005,0.07,0.0,0.052,0.217,0.0,,,
SAMHD1.11303.7.3,Q9Y3Z3,SAMHD1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,1,0.01,0.103,0.009,0.104,0.0,0.004,0.077,0.0,0.001,0.052,0.0,0.031,0.196,0.0,,,
CREB3L4.11308.8.3,Q8TEY5,CREB3L4,Cyclic AMP-responsive element-binding protein 3-like protein 4,234,0.109,0.288,0.148,0.343,0.269,0.027,0.138,0.175,0.062,0.243,0.175,0.01,0.085,0.175,,,
PCBD1.11313.100.3,P61457,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,5,0.025,0.169,0.004,0.066,0.0,0.0,0.005,0.0,0.001,0.013,0.0,0.003,0.047,0.0,,,
APOA5.11318.20.3,Q6Q788,APOA5,Apolipoprotein A-V,3,0.014,0.077,,,,,,,,,,,,,,,
CLK2.11327.56.3,P49760,CLK2,Dual specificity protein kinase CLK2,33,0.086,0.298,0.037,0.193,0.03,0.042,0.212,0.0,0.034,0.196,0.0,0.058,0.251,0.0,,,
ARHGAP25.11333.82.3,P42331,ARHGAP25,Rho GTPase-activating protein 25,73,0.147,0.362,0.0,-0.006,0.027,0.0,0.024,0.123,0.0,0.004,0.123,0.014,0.093,0.123,,,
LILRB3.11334.7.3,O75022,LILRB3,Leukocyte immunoglobulin-like receptor subfamily B member 3,1,0.009,0.084,0.0,-0.009,0.0,0.001,0.038,0.0,0.0,0.018,0.0,0.001,-0.044,0.0,,,
FANCF.11336.9.3,Q9NPI8,FANCF,Fanconi anemia group F protein,1,0.01,0.076,0.0,-0.008,0.0,0.002,-0.051,0.0,0.002,-0.028,0.0,0.005,0.084,0.0,,,
PLXDC2.11342.59.3,Q6UX71,PLXDC2,Plexin domain-containing protein 2,5,0.022,0.146,0.0,-0.0,0.0,0.0,0.004,0.0,0.001,-0.039,0.0,0.008,0.079,0.0,,,
TALDO1.11347.9.3,P37837,TALDO1,Transaldolase,35,0.063,0.238,0.0,-0.013,0.029,0.001,0.016,0.086,0.0,0.027,0.086,0.0,-0.002,0.086,,,
P4HA2.11348.132.3,O15460,P4HA2,Prolyl 4-hydroxylase subunit alpha-2,1,0.009,0.075,0.0,0.011,0.0,0.0,0.001,0.0,0.0,-0.022,0.0,0.013,-0.114,0.0,,,
TTN.11352.42.3,Q8WZ42,TTN,Titin,1,0.011,0.071,0.001,0.035,0.0,0.0,,0.0,0.0,-0.014,0.0,0.0,,0.0,,,
DGCR14.11356.19.3,Q96DF8,ESS2,Protein DGCR14,38,0.072,0.274,0.0,-0.004,0.0,0.002,0.054,0.079,0.002,-0.043,0.079,0.001,-0.028,0.079,,,
RRM1.11360.39.3,P23921,RRM1,Ribonucleoside-diphosphate reductase large subunit,22,0.121,0.34,0.064,0.235,0.091,0.123,0.343,0.045,0.076,0.253,0.045,0.073,0.273,0.045,,,
AK2.11368.32.3,P54819,AK2,Adenylate kinase 2_ mitochondrial,72,0.161,0.391,0.0,0.006,0.028,0.0,-0.021,0.111,0.0,-0.009,0.111,0.006,0.067,0.111,,,
ADH5.11369.23.3,P11766,ADH5,Alcohol dehydrogenase class-3,30,0.071,0.262,0.004,0.054,0.0,0.003,0.05,0.1,0.0,-0.016,0.1,0.01,0.125,0.1,,,
INPP5E.11370.20.3,Q9NRR6,INPP5E,72 kDa inositol polyphosphate 5-phosphatase,1,0.014,0.112,0.0,0.006,0.0,0.003,0.048,0.0,0.007,0.072,0.0,0.002,0.035,0.0,,,
ZNF18.11372.2.3,P17022,ZNF18,Zinc finger protein 18,2,0.012,0.091,0.0,0.009,0.0,0.001,-0.016,0.5,0.0,0.016,0.5,0.001,0.031,0.5,,,
FOXL2.11375.49.3,P58012,FOXL2,Forkhead box protein L2,1,0.01,0.082,0.0,-0.002,0.0,0.0,0.013,0.0,0.003,0.064,0.0,0.006,0.057,0.0,,,
SYK.11378.37.3,P43405,SYK,Tyrosine-protein kinase SYK,64,0.106,0.322,0.0,-0.007,0.016,0.0,0.011,0.125,0.003,-0.054,0.125,0.007,0.092,0.125,,,
RBM24.11380.84.3,Q9BX46,RBM24,RNA-binding protein 24,2,0.017,0.101,0.0,0.018,0.0,0.0,-0.009,0.0,0.005,0.061,0.0,0.0,-0.001,0.0,,,
BLVRA.11382.5.3,P53004,BLVRA,Biliverdin reductase A,16,0.028,0.155,0.0,0.004,0.0,0.001,0.037,0.125,0.0,-0.002,0.125,0.005,0.064,0.125,,,
PTK2B.11395.5.3,Q14289,PTK2B,Protein-tyrosine kinase 2-beta,59,0.093,0.291,0.0,-0.003,0.0,0.001,0.018,0.102,0.0,0.006,0.102,0.007,0.085,0.102,,,
KMT2C.11402.17.3,Q8NEZ4,KMT2C,Histone-lysine N-methyltransferase 2C,12,0.046,0.17,0.014,0.098,0.0,0.016,0.088,0.083,0.012,0.088,0.083,0.019,0.077,0.083,,,
FAH.11424.4.3,P16930,FAH,Fumarylacetoacetase,9,0.141,0.078,0.138,0.135,0.0,0.0,0.078,0.111,0.014,0.125,0.111,0.001,0.031,0.111,,,
HNRNPC.11429.80.3,P07910,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,10,0.054,0.207,0.016,0.106,0.0,0.001,0.038,0.2,0.002,0.037,0.2,0.01,0.101,0.2,,,
DNAJB2.11438.6.3,P25686,DNAJB2,DnaJ homolog subfamily B member 2,49,0.08,0.267,0.0,-0.001,0.02,0.003,0.054,0.102,0.001,-0.029,0.102,0.002,0.044,0.102,,,
RHPN2.11439.88.3,Q8IUC4,RHPN2,Rhophilin-2,5,0.021,0.137,0.001,0.028,0.0,0.012,0.093,0.0,0.0,0.021,0.0,0.009,0.092,0.0,,,
SOCS3.11440.58.3,O14543,SOCS3,Suppressor of cytokine signaling 3,49,0.184,0.386,0.064,0.239,0.041,0.064,0.246,0.082,0.064,0.206,0.082,0.085,0.283,0.082,,,
PYGL.11441.11.3,P06737,PYGL,Glycogen phosphorylase_ liver form,46,0.078,0.267,0.0,0.01,0.022,0.0,0.017,0.109,0.005,-0.062,0.109,0.003,0.052,0.109,,,
CAPZA1.11449.22.3,P52907,CAPZA1,F-actin-capping protein subunit alpha-1,11,0.025,0.162,0.0,-0.01,0.0,0.001,0.032,0.182,0.001,-0.023,0.182,0.0,-0.026,0.182,,,
EIF3G.11454.87.3,O75821,EIF3G,Eukaryotic translation initiation factor 3 subunit G,73,0.116,0.336,0.0,0.01,0.027,0.001,0.028,0.11,0.0,0.014,0.11,0.003,0.036,0.11,,,
GALE.11457.53.3,Q14376,GALE,UDP-glucose 4-epimerase,159,0.529,0.697,0.0,-0.009,0.031,0.0,-0.003,0.088,0.009,-0.065,0.088,0.004,-0.059,0.088,,,
PCBP1.11458.30.3,Q15365,PCBP1,Poly(rC)-binding protein 1,63,0.12,0.333,0.0,0.012,0.032,0.0,-0.027,0.127,0.0,-0.009,0.127,0.005,0.053,0.127,,,
ELL.11459.81.3,P55199,ELL,RNA polymerase II elongation factor ELL,5,0.027,0.146,0.005,0.073,0.0,0.011,0.087,0.0,0.002,0.053,0.0,0.017,0.136,0.0,,,
RELB.11464.9.3,Q01201,RELB,Transcription factor RelB,29,0.077,0.297,0.038,0.203,0.034,0.036,0.189,0.0,0.049,0.245,0.0,0.055,0.238,0.0,,,
GPR135.11465.4.3,Q8IZ08,GPR135,Probable G-protein coupled receptor 135,24,0.064,0.269,0.022,0.158,0.042,0.005,0.078,0.0,0.06,0.253,0.0,0.036,0.183,0.0,,,
RBM19.11468.15.3,Q9Y4C8,RBM19,Probable RNA-binding protein 19,2,0.025,0.104,0.011,0.142,0.0,0.258,0.534,0.0,0.071,0.297,0.0,0.187,0.458,0.0,,,
VPS4A.11476.43.3,Q9UN37,VPS4A,Vacuolar protein sorting-associated protein 4A,5,0.018,0.122,0.0,-0.005,0.0,0.0,0.038,0.0,0.0,0.016,0.0,0.009,0.095,0.0,,,
ALDH3A1.11480.1.3,P30838,ALDH3A1,Aldehyde dehydrogenase_ dimeric NADP-preferring,7,0.035,0.18,0.012,0.116,0.0,0.0,-0.008,0.0,0.006,0.068,0.0,0.001,0.036,0.0,,,
UBL4A.11490.42.3,P11441,UBL4A,Ubiquitin-like protein 4A,49,0.082,0.282,0.0,-0.007,0.02,0.0,0.041,0.163,0.0,0.023,0.163,0.004,0.056,0.163,,,
DYNLL2.11493.169.3,Q96FJ2,DYNLL2,Dynein light chain 2_ cytoplasmic,14,0.028,0.15,0.0,0.004,0.0,0.003,0.061,0.143,0.0,-0.008,0.143,0.009,0.079,0.143,,,
APOL1.11510.31.3,O14791,APOL1,Apolipoprotein L1,123,0.195,0.451,0.267,0.525,0.0,0.105,0.318,0.146,0.102,0.303,0.146,0.093,0.293,0.146,0.086,0.255,0.098
APOL1.11510.51.3,O14791,APOL1,Apolipoprotein L1,94,0.234,0.474,,,,,,,,,,,,,,,
CD38.11513.92.3,P28907,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,3,0.034,0.181,0.001,0.033,0.0,0.001,0.034,0.0,0.003,0.078,0.0,0.002,0.019,0.0,0.0,0.055,0.0
CD59.11514.196.3,P13987,CD59,CD59 glycoprotein,21,0.054,0.235,0.015,0.126,0.0,0.041,0.197,0.0,0.014,0.117,0.0,0.015,0.134,0.0,0.002,0.116,0.0
FABP1.11516.7.3,P07148,FABP1,Fatty acid-binding protein_ liver,2,0.019,0.144,0.019,0.136,0.0,0.016,0.136,0.0,0.041,0.185,0.0,0.006,0.075,0.0,0.016,0.14,0.0
C10orf54.11531.24.3,Q9H7M9,VSIR,V-type immunoglobulin domain-containing suppressor of T-cell activation,8,0.035,0.183,0.091,0.303,0.0,0.145,0.374,0.0,0.049,0.206,0.0,0.148,0.379,0.0,,,
TMEM230.11542.11.3,Q96A57,TMEM230,Transmembrane protein 230,16,0.023,0.15,0.0,0.006,0.0,0.001,0.036,0.125,0.002,0.043,0.125,0.001,-0.025,0.125,,,
CYGB.11546.7.3,Q8WWM9,CYGB,Cytoglobin,1,0.01,0.092,0.0,0.005,0.0,0.003,0.046,0.0,0.005,0.057,0.0,0.0,-0.006,0.0,,,
POLE2.11562.9.3,P56282,POLE2,DNA polymerase epsilon subunit 2,6,0.027,0.159,0.001,-0.028,0.167,0.001,-0.011,0.167,0.001,-0.023,0.167,0.001,-0.028,0.167,,,
SYTL4.11563.51.3,Q96C24,SYTL4,Synaptotagmin-like protein 4,6,0.028,0.162,0.0,0.026,0.0,0.0,-0.014,0.0,0.008,0.073,0.0,0.007,0.09,0.0,,,
KRT72.11566.48.3,Q14CN4,KRT72,Keratin_ type II cytoskeletal 72,1,0.01,0.086,0.0,-0.005,0.0,0.0,-0.019,0.0,0.004,-0.062,0.0,0.003,0.06,0.0,,,
FKBP1B.11568.2.3,P68106,FKBP1B,Peptidyl-prolyl cis-trans isomerase FKBP1B,4,0.022,0.137,0.055,0.238,0.0,0.001,0.01,0.0,0.048,0.241,0.0,0.003,0.069,0.0,,,
BCAP29.11570.94.3,Q9UHQ4,BCAP29,B-cell receptor-associated protein 29,1,0.009,0.098,0.001,0.035,0.0,0.0,-0.001,0.0,0.004,0.087,0.0,0.005,0.085,0.0,,,
KLRC3.11571.75.3,Q07444,KLRC3,NKG2-E type II integral membrane protein,17,0.078,0.272,0.017,0.132,0.059,0.006,0.075,0.059,0.025,0.189,0.059,0.024,0.14,0.059,,,
LRRN1.11586.2.3,Q6UXK5,LRRN1,Leucine-rich repeat neuronal protein 1,9,0.032,0.193,,,,,,,,,,,,,,,
MGA.11587.5.3,Q8IWI9,MGA,MAX gene-associated protein,25,0.061,0.251,0.008,0.095,0.04,0.005,0.063,0.0,0.021,0.121,0.0,0.018,0.134,0.0,,,
RBM23.11590.5.3,Q86U06,RBM23,Probable RNA-binding protein 23,70,0.122,0.331,0.0,-0.008,0.029,0.002,-0.018,0.129,0.0,0.008,0.129,0.0,0.007,0.129,,,
ELAVL1.11592.1.3,Q15717,ELAVL1,ELAV-like protein 1,48,0.085,0.293,0.0,0.001,0.021,0.001,-0.017,0.104,0.0,0.021,0.104,0.003,0.043,0.104,,,
DHX8.11601.26.3,Q14562,DHX8,ATP-dependent RNA helicase DHX8,140,0.319,0.554,0.322,0.56,0.007,0.201,0.451,0.107,0.201,0.458,0.107,0.252,0.552,0.107,,,
BRD1.11607.15.3,O95696,BRD1,Bromodomain-containing protein 1,34,0.063,0.236,0.0,-0.019,0.0,0.001,-0.008,0.118,0.0,-0.015,0.118,0.0,0.001,0.118,,,
MAP1LC3B.11608.5.3,Q9GZQ8,MAP1LC3B,Microtubule-associated proteins 1A/1B light chain 3B,27,0.051,0.216,0.0,0.015,0.0,0.001,0.033,0.074,0.001,-0.037,0.074,0.001,0.04,0.074,,,
ERH.11614.29.3,P84090,ERH,Enhancer of rudimentary homolog,45,0.08,0.274,0.0,-0.012,0.0,0.0,0.046,0.111,0.004,-0.059,0.111,0.004,0.049,0.111,,,
DAPP1.11615.16.3,Q9UN19,DAPP1,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,1,0.01,0.09,0.0,0.011,0.0,0.0,0.041,0.0,0.001,0.014,0.0,0.005,0.07,0.0,,,
ITGAL.11617.1.3,P20701,ITGAL,Integrin alpha-L,1,0.011,0.063,0.0,-0.012,0.0,0.0,0.023,0.0,0.001,-0.007,0.0,0.01,0.072,0.0,,,
UBE2V1.11626.7.3,Q13404,UBE2V1,Ubiquitin-conjugating enzyme E2 variant 1,12,0.025,0.135,0.0,0.011,0.0,0.004,0.063,0.167,0.001,-0.022,0.167,0.002,0.035,0.167,,,
AHSA1.11633.89.3,O95433,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,54,0.081,0.27,0.0,-0.007,0.019,0.0,0.008,0.148,0.0,-0.025,0.148,0.005,0.076,0.148,,,
DTX3L.11643.73.3,Q8TDB6,DTX3L,E3 ubiquitin-protein ligase DTX3L,25,0.056,0.24,0.0,-0.004,0.0,0.0,0.04,0.08,0.001,0.049,0.08,0.001,0.024,0.08,,,
P4HA1.11645.9.3,P13674,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,1,0.011,0.051,0.0,0.006,0.0,,,,,,,,,,,,
CHST9.11646.4.3,Q7L1S5,CHST9,Carbohydrate sulfotransferase 9,21,0.052,0.23,0.061,0.258,0.0,0.038,0.189,0.048,0.053,0.23,0.048,0.05,0.232,0.048,,,
SMAP1.11649.3.3,Q8IYB5,SMAP1,Stromal membrane-associated protein 1,36,0.075,0.283,0.025,0.165,0.0,0.003,0.074,0.083,0.001,0.018,0.083,0.023,0.162,0.083,,,
NRSN1.11654.77.3,Q8IZ57,NRSN1,Neurensin-1,11,0.038,0.185,0.003,0.058,0.0,0.0,0.004,0.0,0.013,0.104,0.0,0.009,0.086,0.0,,,
EVL.11656.110.3,Q9UI08,EVL,Ena/VASP-like protein,17,0.03,0.164,0.0,-0.0,0.0,0.0,0.015,0.118,0.004,0.061,0.118,0.002,0.047,0.118,,,
CLINT1.11659.31.3,Q14677,CLINT1,Clathrin interactor 1,76,0.155,0.379,0.0,0.006,0.026,0.001,0.045,0.105,0.0,0.003,0.105,0.002,0.01,0.105,,,
ARFGAP2.11664.32.3,Q8N6H7,ARFGAP2,ADP-ribosylation factor GTPase-activating protein 2,63,0.114,0.334,0.0,0.004,0.016,0.001,0.029,0.095,0.001,-0.034,0.095,0.006,0.066,0.095,,,
RGS8.11666.72.3,P57771,RGS8,Regulator of G-protein signaling 8,4,0.029,0.156,0.011,0.143,0.0,0.0,0.031,0.5,0.013,0.138,0.5,0.012,0.112,0.5,,,
TNS2.11667.29.3,Q63HR2,TNS2,Tensin-2,37,0.065,0.256,0.016,0.126,0.081,0.005,0.07,0.081,0.018,0.132,0.081,0.001,-0.012,0.081,,,
KIF16B.11672.17.3,Q96L93,KIF16B,Kinesin-like protein KIF16B,1,0.017,0.107,0.0,0.008,0.0,0.0,-0.015,0.0,0.002,0.034,0.0,0.003,0.061,0.0,,,
GJD2.11678.105.3,Q9UKL4,GJD2,Gap junction delta-2 protein,1,0.011,0.086,0.0,0.007,0.0,0.003,-0.065,0.0,0.001,0.03,0.0,0.001,-0.044,0.0,,,
AGFG1.11681.8.3,P52594,AGFG1,Arf-GAP domain and FG repeat-containing protein 1,77,0.158,0.376,0.0,-0.003,0.026,0.0,-0.021,0.104,0.0,-0.015,0.104,0.008,0.062,0.104,,,
TXNIP.11682.7.3,Q9H3M7,TXNIP,Thioredoxin-interacting protein,1,0.013,0.078,0.0,0.001,0.0,0.001,-0.03,0.0,0.0,-0.013,0.0,0.0,0.013,0.0,,,
GGA3.11683.19.3,Q9NZ52,GGA3,ADP-ribosylation factor-binding protein GGA3,47,0.081,0.275,0.0,0.001,0.0,0.002,0.041,0.106,0.001,-0.021,0.106,0.006,0.056,0.106,,,
ANAPC7.11690.47.3,Q9UJX3,ANAPC7,Anaphase-promoting complex subunit 7,183,0.344,0.581,0.012,0.102,0.022,0.006,0.017,0.197,0.009,0.109,0.197,0.009,0.105,0.197,,,
UNC45A.11712.207.3,Q9H3U1,UNC45A,Protein unc-45 homolog A,1,0.009,0.059,,,,,,,,,,,,,,,
LRIT2.11716.28.3,A6NDA9,LRIT2,Leucine-rich repeat_ immunoglobulin-like domain and transmembrane domain-containing protein 2,2,0.009,0.076,0.004,0.071,0.0,0.0,,0.5,0.002,-0.05,0.5,0.001,0.042,0.5,,,
PCDHGB1.11872.9.3,Q9Y5G3,PCDHGB1,Protocadherin gamma-B1,1,0.014,0.097,0.0,0.012,0.0,0.0,-0.015,0.0,0.0,0.017,0.0,0.001,-0.041,0.0,,,
AAGAB.11926.23.3,Q6PD74,AAGAB,Alpha- and gamma-adaptin-binding protein p34,117,0.57,0.743,0.022,0.117,0.017,0.023,0.104,0.137,0.028,0.155,0.137,0.0,0.0,0.137,,,
IGDCC3.11952.1.3,Q8IVU1,IGDCC3,Immunoglobulin superfamily DCC subclass member 3,61,0.123,0.351,0.0,-0.009,0.016,0.0,-0.003,0.131,0.003,0.02,0.131,0.007,0.047,0.131,,,
CRABP1.11967.23.3,P29762,CRABP1,Cellular retinoic acid-binding protein 1,6,0.038,0.187,0.002,0.041,0.0,0.005,0.06,0.0,0.005,0.081,0.0,0.008,0.089,0.0,,,
EMC1.11989.35.3,Q8N766,EMC1,ER membrane protein complex subunit 1,16,0.049,0.218,0.01,0.102,0.0,0.006,0.081,0.0,0.005,0.06,0.0,0.002,0.027,0.0,,,
TJP1.12001.7.3,Q07157,TJP1,Tight junction protein ZO-1,2,0.012,0.109,0.0,0.023,0.0,0.004,0.062,0.0,0.0,-0.022,0.0,0.002,-0.012,0.0,,,
PTS.12014.19.3,Q03393,PTS,6-pyruvoyl tetrahydrobiopterin synthase,1,0.011,0.083,0.0,-0.013,0.0,0.0,,0.0,0.0,0.004,0.0,0.0,,0.0,,,
CBL.12016.60.3,P22681,CBL,E3 ubiquitin-protein ligase CBL,70,0.127,0.343,0.0,-0.004,0.029,0.0,0.01,0.114,0.0,-0.009,0.114,0.005,0.059,0.114,,,
SMAD4.12022.12.3,Q13485,SMAD4,Mothers against decapentaplegic homolog 4,38,0.067,0.253,0.0,-0.003,0.0,0.002,0.045,0.132,0.001,-0.033,0.132,0.004,0.055,0.132,,,
BUB1.12033.3.3,O43683,BUB1,Mitotic checkpoint serine/threonine-protein kinase BUB1,47,0.066,0.259,0.0,-0.018,0.0,0.0,0.021,0.085,0.001,-0.024,0.085,0.006,0.046,0.085,,,
HSPA1L.12041.33.3,P34931,HSPA1L,Heat shock 70 kDa protein 1-like,26,0.063,0.263,0.032,0.185,0.038,0.051,0.23,0.0,0.036,0.198,0.0,0.054,0.24,0.0,,,
RPIA.12333.87.3,P49247,RPIA,Ribose-5-phosphate isomerase,2,0.014,0.086,0.004,0.068,0.0,0.025,0.138,0.0,0.012,0.093,0.0,0.018,0.15,0.0,,,
AARS.12340.17.3,P49588,AARS1,Alanine--tRNA ligase_ cytoplasmic,1,0.013,0.105,0.0,0.004,0.0,0.003,0.062,0.0,0.003,-0.046,0.0,0.007,0.086,0.0,,,
ACAP2.12343.14.3,Q15057,ACAP2,Arf-GAP with coiled-coil_ ANK repeat and PH domain-containing protein 2,15,0.025,0.149,0.0,-0.001,0.0,0.002,0.044,0.133,0.0,0.01,0.133,0.006,0.088,0.133,,,
CCM2.12347.29.3,Q9BSQ5,CCM2,Cerebral cavernous malformations 2 protein,2,0.022,0.13,0.0,0.008,0.0,0.001,-0.021,0.0,0.001,0.022,0.0,0.003,0.048,0.0,,,
ETS2.12350.86.3,P15036,ETS2,Protein C-ets-2,9,0.055,0.177,0.059,0.225,0.0,0.016,0.113,0.222,0.026,0.146,0.222,0.022,0.117,0.222,,,
