"PheCode","Phenotype","Category","Trait ID","Platform","Trait Description","Hazard Ratio","FDR adjusted P-value"
"172.2","Other non-epithelial cancer of skin","neoplasms","Q07654","Olink","Trefoil factor 3","0.95 (0.94 0.96)","8.38E-13"
"172.2","Other non-epithelial cancer of skin","neoplasms","P41271","Olink","Neuroblastoma suppressor of tumorigenicity 1","0.96 (0.94 0.97)","7.81E-11"
"172.2","Other non-epithelial cancer of skin","neoplasms","P22301","Olink","Interleukin-10","1.05 (1.03 1.06)","1.22E-10"
"172.2","Other non-epithelial cancer of skin","neoplasms","P29460","Olink","Interleukin-12 subunit beta","1.04 (1.03 1.06)","6.39E-9"
"172.2","Other non-epithelial cancer of skin","neoplasms","P29460;P29459","Olink","Interleukin-12 subunit alpha;beta","1.04 (1.03 1.06)","1.22E-8"
"172.2","Other non-epithelial cancer of skin","neoplasms","O00626","Olink","C-C motif chemokine 22","0.97 (0.96 0.98)","4.02E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","P30533","Olink","Alpha-2-macroglobulin receptor-associated protein","1.03 (1.01 1.04)","2.07E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","P12544","Olink","Granzyme A","0.97 (0.96 0.99)","2.88E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","Q9BQR3","Olink","Serine protease 27","0.97 (0.96 0.99)","3.34E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","O95750","Olink","Fibroblast growth factor 19","1.02 (1.01 1.04)","1.33E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","Q99731","Olink","C-C motif chemokine 19","0.98 (0.97 0.99)","3.41E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52500","Metabolon","1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*","0.96 (0.95 0.97)","4.06E-7"
"172.2","Other non-epithelial cancer of skin","neoplasms","M22194","Metabolon","pyroglutamylglutamine","1.04 (1.02 1.05)","5.65E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","M46203","Metabolon","2-docosahexaenoyl-GPC (22:6)*","1.04 (1.02 1.05)","6.89E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","M33871","Metabolon","1-dihomo-linoleoyl-GPC (20:2)*","0.97 (0.96 0.98)","1.26E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52453","Metabolon","1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*","0.97 (0.96 0.98)","1.58E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52603","Metabolon","1,2-dilinoleoyl-GPC (18:2/18:2)","0.97 (0.96 0.98)","3.66E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52748","Metabolon","1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*","0.97 (0.96 0.98)","3.90E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52475","Metabolon","1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*","1.03 (1.02 1.05)","4.55E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52610","Metabolon","1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)","1.03 (1.02 1.04)","7.28E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52452","Metabolon","1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*","0.97 (0.96 0.98)","7.28E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52677","Metabolon","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*","0.97 (0.96 0.98)","7.49E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M36600","Metabolon","1-linoleoyl-GPE (18:2)*","0.97 (0.96 0.98)","9.17E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52083","Metabolon","X - 24054","0.97 (0.96 0.98)","1.29E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52611","Metabolon","1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)","1.03 (1.02 1.04)","1.71E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M01110","Metabolon","arachidonate (20:4n6)","1.03 (1.02 1.04)","1.71E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52684","Metabolon","1-palmitoyl-2-linolenoyl-GPC (16:0/18:3)*","0.97 (0.96 0.98)","1.71E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52718","Metabolon","1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4)*","1.03 (1.02 1.04)","2.04E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M42446","Metabolon","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)","0.97 (0.96 0.98)","2.23E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M00607","Metabolon","trans-urocanate","0.97 (0.96 0.98)","2.67E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M33387","Metabolon","2-arachidonoyl-GPC (20:4)*","1.03 (1.02 1.04)","5.44E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M33228","Metabolon","1-arachidonoyl-GPC (20:4n6)*","1.03 (1.02 1.04)","5.76E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52497","Metabolon","1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*","0.97 (0.96 0.98)","8.15E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M49583","Metabolon","X - 23705","1.03 (1.02 1.04)","9.27E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","M32504","Metabolon","docosapentaenoate (n3 DPA; 22:5n3)","1.03 (1.02 1.04)","1.00E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52700","Metabolon","1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*","1.03 (1.02 1.04)","1.00E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M33969","Metabolon","stearidonate (18:4n3)","1.03 (1.02 1.04)","1.01E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M33822","Metabolon","1-docosahexaenoyl-GPC (22:6)*","1.03 (1.02 1.04)","1.10E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M42450","Metabolon","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)","1.03 (1.02 1.04)","1.10E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52673","Metabolon","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*","1.03 (1.02 1.04)","1.22E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52462","Metabolon","1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4)","1.03 (1.01 1.04)","1.68E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M45675","Metabolon","1-docosapentaenoyl-GPC (22:5n6)*","1.03 (1.01 1.04)","2.01E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52613","Metabolon","1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4)","1.03 (1.01 1.04)","2.08E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M36593","Metabolon","2-linoleoyl-GPE (18:2)*","0.97 (0.96 0.99)","2.27E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M18467","Metabolon","eicosapentaenoate (EPA; 20:5n3)","1.03 (1.01 1.04)","3.54E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52738","Metabolon","1-stearoyl-2-meadoyl-GPC (18:0/20:3n9)*","1.03 (1.01 1.04)","4.55E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52737","Metabolon","1-palmitoyl-2-meadoyl-GPC (16:0/20:3n9)*","1.03 (1.01 1.04)","4.74E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52698","Metabolon","1-adrenoyl-GPC (22:4)*","1.03 (1.01 1.04)","5.81E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52451","Metabolon","1-oleoyl-2-linoleoyl-GPI (18:1/18:2)*","0.98 (0.96 0.99)","7.00E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52463","Metabolon","1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*","1.02 (1.01 1.04)","7.99E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52720","Metabolon","phosphatidylcholine (18:0/20:5, 16:0/22:5n6)*","1.02 (1.01 1.04)","9.11E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52710","Metabolon","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*","1.02 (1.01 1.04)","9.91E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","M34397","Metabolon","1-arachidonylglycerol (20:4)","1.02 (1.01 1.04)","1.17E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M32815","Metabolon","2-arachidonoyl-GPE (20:4)*","1.02 (1.01 1.04)","1.17E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M19130","Metabolon","1,2-dipalmitoyl-GPC (16:0/16:0)","1.02 (1.01 1.04)","1.26E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52707","Metabolon","1-myristoyl-2-linoleoyl-GPC (14:0/18:2)*","0.98 (0.97 0.99)","1.34E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52683","Metabolon","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","0.98 (0.97 0.99)","1.68E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M52719","Metabolon","phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*","1.02 (1.01 1.03)","2.13E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M37529","Metabolon","sphingomyelin (d18:1/18:1, d18:2/18:0)","1.02 (1.01 1.03)","4.08E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M02134","Metabolon","flavin adenine dinucleotide (FAD)","0.98 (0.97 0.99)","4.44E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M00554","Metabolon","adenine","0.98 (0.97 0.99)","4.54E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","M44563","Metabolon","1-eicosapentaenoyl-GPC (20:5)*","1.02 (1.01 1.03)","4.79E-2"
"172.2","Other non-epithelial cancer of skin","neoplasms","unsat","Nightingale","Degree of unsaturation","1.03 (1.01 1.04)","1.99E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000197912","RNAseq","SPG7","0.93 (0.91 0.94)","2.61E-32"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000286388","RNAseq","AC026748.3","1.08 (1.06 1.09)","1.27E-28"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000185324","RNAseq","CDK10","0.93 (0.92 0.95)","1.62E-25"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000211721","RNAseq","TRBV6-5","0.94 (0.92 0.95)","8.69E-24"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000064012","RNAseq","CASP8","0.94 (0.93 0.95)","5.42E-21"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000204396","RNAseq","VWA7","0.94 (0.93 0.95)","5.42E-21"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000235105","RNAseq","","0.94 (0.93 0.95)","1.28E-19"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000082153","RNAseq","BZW1","1.06 (1.05 1.07)","1.23E-18"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000049656","RNAseq","CLPTM1L","0.94 (0.93 0.95)","2.78E-18"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000101460","RNAseq","MAP1LC3A","0.95 (0.93 0.96)","1.40E-17"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000186081","RNAseq","KRT5","0.95 (0.93 0.96)","8.05E-17"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000211784","RNAseq","TRAV10","0.95 (0.94 0.96)","2.93E-16"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000158792","RNAseq","SPATA2L","1.06 (1.04 1.07)","2.34E-15"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000162576","RNAseq","MXRA8","0.95 (0.94 0.96)","7.61E-15"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000268903","RNAseq","","1.05 (1.04 1.06)","3.73E-13"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000269981","RNAseq","","1.05 (1.04 1.06)","6.50E-13"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000204991","RNAseq","SPIRE2","0.95 (0.94 0.96)","6.50E-13"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000026297","RNAseq","RNASET2","1.05 (1.04 1.06)","4.31E-12"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000276557","RNAseq","TRBV18","0.95 (0.94 0.96)","5.07E-12"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000276747","RNAseq","PADI6","0.96 (0.94 0.97)","1.19E-10"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000204469","RNAseq","PRRC2A","0.96 (0.94 0.97)","2.65E-10"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000211803","RNAseq","TRAV23DV6","1.05 (1.03 1.06)","4.19E-10"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000140995","RNAseq","DEF8","0.95 (0.94 0.97)","4.47E-10"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000112182","RNAseq","BACH2","1.05 (1.03 1.06)","6.24E-10"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000170442","RNAseq","AC021066.1","0.96 (0.95 0.97)","2.76E-9"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000101421","RNAseq","CHMP4B","1.04 (1.03 1.06)","8.91E-9"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000163599","RNAseq","CTLA4","1.04 (1.03 1.05)","4.13E-8"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000163125","RNAseq","RPRD2","1.04 (1.03 1.05)","5.33E-8"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000134193","RNAseq","REG4","0.96 (0.95 0.97)","1.38E-7"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000129244","RNAseq","ATP1B2","1.04 (1.03 1.05)","2.47E-7"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000180422","RNAseq","LINC00304","1.04 (1.03 1.05)","2.96E-7"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000112685","RNAseq","EXOC2","0.96 (0.95 0.97)","3.38E-7"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000204528","RNAseq","PSORS1C3","0.96 (0.95 0.97)","6.53E-7"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000225914","RNAseq","TSBP1-AS1","0.97 (0.95 0.98)","1.95E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000142235","RNAseq","LMTK3","0.97 (0.95 0.98)","1.95E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000229391","RNAseq","","0.96 (0.95 0.98)","1.95E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000211706","RNAseq","TRBV6-1","1.04 (1.02 1.05)","2.72E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000163131","RNAseq","CTSS","0.97 (0.96 0.98)","3.54E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000172732","RNAseq","MUS81","0.97 (0.95 0.98)","3.60E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000173457","RNAseq","PPP1R14B","0.97 (0.95 0.98)","4.04E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000147883","RNAseq","CDKN2B","0.97 (0.96 0.98)","4.04E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000155749","RNAseq","FLACC1","1.04 (1.02 1.05)","4.30E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000211746","RNAseq","TRBV19","0.97 (0.95 0.98)","4.30E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000078747","RNAseq","ITCH","0.97 (0.95 0.98)","4.30E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000134460","RNAseq","IL2RA","1.04 (1.02 1.05)","5.15E-6"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000275791","RNAseq","TRBV10-3","1.03 (1.02 1.05)","1.16E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000237541","RNAseq","HLA-DQA2","0.97 (0.95 0.98)","1.48E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000099817","RNAseq","POLR2E","0.97 (0.96 0.98)","1.71E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000173068","RNAseq","BNC2","1.03 (1.02 1.05)","1.81E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000136824","RNAseq","SMC2","1.03 (1.02 1.05)","3.37E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000003400","RNAseq","CASP10","0.97 (0.96 0.98)","3.61E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000235663","RNAseq","SAPCD1-AS1","0.97 (0.96 0.98)","3.90E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000100346","RNAseq","CACNA1I","1.03 (1.02 1.05)","4.02E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000174807","RNAseq","CD248","0.97 (0.96 0.98)","4.58E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000173114","RNAseq","LRRN3","0.97 (0.96 0.98)","4.95E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000287252","RNAseq","AL009179.2","1.03 (1.02 1.04)","5.00E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000003249","RNAseq","DBNDD1","1.03 (1.02 1.04)","5.27E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000064989","RNAseq","CALCRL","0.97 (0.96 0.98)","6.22E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000118655","RNAseq","DCLRE1B","1.03 (1.02 1.05)","6.55E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000134242","RNAseq","PTPN22","0.97 (0.96 0.98)","7.28E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000228889","RNAseq","UBAC2-AS1","0.97 (0.96 0.98)","9.30E-5"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000157657","RNAseq","ZNF618","0.97 (0.96 0.98)","1.51E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000232208","RNAseq","","0.97 (0.96 0.98)","1.68E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000168385","RNAseq","SEPTIN2","1.03 (1.02 1.04)","1.71E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000261253","RNAseq","AC137932.2","0.97 (0.96 0.98)","1.81E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000187741","RNAseq","FANCA","1.03 (1.02 1.04)","2.38E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000204351","RNAseq","SKIV2L","0.97 (0.96 0.98)","2.41E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000228672","RNAseq","PROB1","0.97 (0.96 0.98)","2.89E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000205189","RNAseq","ZBTB10","0.97 (0.96 0.98)","3.20E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000103047","RNAseq","TANGO6","0.97 (0.96 0.98)","3.56E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000276819","RNAseq","TRBV15","1.03 (1.02 1.04)","3.58E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000138468","RNAseq","SENP7","1.03 (1.02 1.04)","3.73E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000120057","RNAseq","SFRP5","0.97 (0.96 0.98)","3.78E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000104450","RNAseq","SPAG1","0.97 (0.96 0.98)","3.80E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000167074","RNAseq","TEF","1.03 (1.02 1.04)","4.07E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000101452","RNAseq","DHX35","0.97 (0.96 0.98)","4.16E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000256039","RNAseq","LINC02446","0.97 (0.96 0.98)","5.33E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000204435","RNAseq","CSNK2B","0.97 (0.96 0.98)","5.33E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000071242","RNAseq","RPS6KA2","1.03 (1.02 1.04)","5.70E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000126353","RNAseq","CCR7","0.97 (0.96 0.98)","7.47E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000177946","RNAseq","CENPBD1","0.97 (0.96 0.98)","7.53E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000160685","RNAseq","ZBTB7B","0.97 (0.96 0.98)","7.65E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000185745","RNAseq","IFIT1","0.97 (0.96 0.98)","7.76E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000151929","RNAseq","BAG3","1.03 (1.02 1.04)","7.95E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000069696","RNAseq","DRD4","0.97 (0.96 0.98)","8.15E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000214078","RNAseq","CPNE1","1.03 (1.02 1.04)","8.15E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000166997","RNAseq","CNPY4","0.97 (0.96 0.98)","8.54E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000236935","RNAseq","AP003774.2","1.03 (1.02 1.04)","8.54E-4"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000172757","RNAseq","CFL1","0.97 (0.96 0.98)","1.00E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000277452","RNAseq","RN7SL473P","0.97 (0.96 0.98)","1.06E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000184730","RNAseq","APOBR","0.97 (0.96 0.99)","1.09E-3"
"172.2","Other non-epithelial cancer of skin","neoplasms","ENSG00000172116","RNAseq","CD8B","0.97 (0.96 0.99)","1.32E-3"
